A,B,C,D,E,F,G,H,I,J,K
2020-06-04 00:00:00,3110.5,3117.0,3127.0,3087.5,1010000.0,-0.23,235.0,,26.95193696,3.508921415
2020-06-05 00:00:00,3186.75,3113.5,3210.5,3106.25,1110000.0,2.45,236.0,,26.92167331,3.504981336
2020-06-08 00:00:00,3227.5,3192.25,3231.25,3183.25,790780.0,1.28,237.0,,27.60260531,3.593633104
2020-06-09 00:00:00,3205.5,3227.5,3231.0,3190.0,916390.0,-0.68,238.0,,27.90740344,3.633315324
2020-06-10 00:00:00,3186.0,3205.0,3227.25,3179.75,1200000.0,-0.61,239.0,,27.71285144,3.607986248
2020-06-11 00:00:00,3010.25,3183.75,3188.75,2996.25,1890000.0,-5.52,240.0,,27.52910789,3.584064342
2020-06-12 00:00:00,3034.75,3015.0,3087.75,2982.25,676750.0,0.81,241.0,,26.0699679,3.394096267
2020-06-15 00:00:00,3073.0,3002.5,3079.5,2935.25,379290.0,1.26,242.0,,25.96188345,3.380024558
2020-06-16 00:00:00,3128.75,3077.0,3167.0,3071.25,261300.0,1.81,243.0,,26.60606674,3.463891945
2020-06-17 00:00:00,3118.0,3122.25,3158.0,3105.25,109140.0,-0.34,244.0,,26.99733243,3.514831532
2020-06-18 00:00:00,3109.0,3114.5,3130.5,3075.5,87430.0,-0.29,245.0,,26.93032007,3.506107073
2020-06-22 00:00:00,3110.75,3043.0,3114.75,3027.5,828330.0,0.06,246.0,,26.31207705,3.425616896
2020-06-23 00:00:00,3118.5,3111.75,3145.5,3060.25,930980.0,0.25,247.0,,26.90654149,3.503011297
2020-06-24 00:00:00,3049.0,3113.0,3128.25,3019.5,1390000.0,-2.23,248.0,,26.91734994,3.504418468
2020-06-25 00:00:00,3070.75,3047.0,3079.5,3005.5,1060000.0,0.71,249.0,,26.34666407,3.430119843
2020-06-26 00:00:00,3007.0,3071.5,3082.0,2992.75,1130000.0,-2.08,250.0,,26.55850958,3.457700393
2020-06-29 00:00:00,3047.75,2986.25,3051.25,2983.5,894900.0,1.36,251.0,,25.82137367,3.361731336
2020-06-30 00:00:00,3090.25,3046.0,3101.0,3030.25,844960.0,1.39,252.0,31.24,30.79266726,3.387784807
2020-07-01 00:00:00,3103.0,3085.0,3118.0,3062.75,870890.0,0.41,253.0,,31.18692662,3.431160909
2020-07-02 00:00:00,3129.0,3101.5,3156.75,3095.5,970420.0,0.84,254.0,,31.35372866,3.449512337
2020-07-06 00:00:00,3172.0,3121.0,3174.75,3120.75,1090000.0,1.37,255.0,,31.55085834,3.471200388
2020-07-07 00:00:00,3136.5,3169.75,3184.0,3132.5,882620.0,-1.12,256.0,,32.04368255,3.525420516
2020-07-08 00:00:00,3163.5,3135.25,3166.25,3125.5,1140000.0,0.86,257.0,,31.69491465,3.487049349
2020-07-09 00:00:00,3141.0,3166.0,3170.75,3105.25,1280000.0,-0.71,258.0,,32.005773,3.521249737
2020-07-10 00:00:00,3178.5,3142.0,3182.0,3111.5,1120000.0,1.19,259.0,,31.76315185,3.494556751
2020-07-13 00:00:00,3148.25,3182.0,3226.25,3140.5,1320000.0,-0.95,260.0,,32.16752043,3.539045061
2020-07-14 00:00:00,3183.5,3150.0,3192.0,3119.0,1640000.0,1.12,261.0,,31.84402556,3.503454413
2020-07-15 00:00:00,3219.5,3203.0,3233.0,3192.0,1420000.0,1.13,262.0,,32.37981393,3.562401424
2020-07-16 00:00:00,3194.5,3223.25,3228.5,3188.5,1070000.0,-0.78,263.0,,32.58452552,3.584923631
2020-07-17 00:00:00,3214.0,3198.25,3225.25,3194.75,804720.0,0.61,264.0,,32.33179516,3.557118437
2020-07-20 00:00:00,3245.25,3214.25,3251.5,3190.25,771890.0,0.97,265.0,,32.49354259,3.574913761
2020-07-21 00:00:00,3251.25,3243.75,3273.0,3239.25,965240.0,0.18,266.0,,32.79176442,3.60772389
2020-07-22 00:00:00,3265.5,3249.25,3271.5,3227.25,870910.0,0.44,267.0,,32.8473651,3.613841032
2020-07-23 00:00:00,3227.5,3267.5,3284.5,3214.25,1190000.0,-1.16,268.0,,33.03185826,3.634138824
2020-07-24 00:00:00,3204.0,3229.75,3239.0,3191.75,1040000.0,-0.73,269.0,,32.65023542,3.592152981
2020-07-27 00:00:00,3232.25,3210.5,3235.0,3192.0,761520.0,0.88,270.0,,32.45563304,3.570742982
2020-07-28 00:00:00,3213.0,3234.75,3246.5,3208.0,811740.0,-0.6,271.0,,32.70078149,3.59771402
2020-07-29 00:00:00,3252.5,3214.75,3257.0,3204.25,659440.0,1.23,272.0,,32.4985972,3.575469865
2020-07-30 00:00:00,3248.75,3256.75,3269.25,3195.0,1030000.0,-0.12,273.0,,32.92318421,3.62218259
2020-07-31 00:00:00,3263.5,3269.25,3273.75,3212.5,1170000.0,0.45,274.0,,33.04954939,3.633390455
2020-08-03 00:00:00,3288.5,3270.75,3295.5,3254.5,549150.0,0.77,275.0,,33.06471321,3.63505753
2020-08-04 00:00:00,3300.0,3290.5,3301.5,3271.0,599460.0,0.35,276.0,,33.2643702,3.657007354
2020-08-05 00:00:00,3316.0,3300.5,3323.5,3292.25,542480.0,0.48,277.0,,33.36546234,3.668121189
2020-08-06 00:00:00,3344.25,3317.25,3346.0,3300.5,741220.0,0.85,278.0,,33.53479168,3.686736862
2020-08-07 00:00:00,3344.75,3343.5,3347.75,3322.5,909600.0,0.01,279.0,,33.80015856,3.715910679
2020-08-10 00:00:00,3352.75,3347.25,3357.25,3329.0,661330.0,0.24,280.0,,33.83806812,3.720078367
2020-08-11 00:00:00,3330.0,3350.5,3379.0,3319.75,974380.0,-0.68,281.0,,33.87092306,3.723690363
2020-08-12 00:00:00,3370.0,3339.5,3382.25,3326.25,866720.0,1.2,282.0,,33.75972171,3.711465145
2020-08-13 00:00:00,3367.75,3367.75,3382.0,3357.5,714190.0,-0.07,283.0,,34.04530701,3.742861728
2020-08-14 00:00:00,3361.5,3368.75,3380.25,3349.75,665300.0,-0.19,284.0,,34.05541623,3.743973112
2020-08-17 00:00:00,3379.75,3365.75,3383.0,3365.0,408070.0,0.54,285.0,,34.02508859,3.740638961
2020-08-18 00:00:00,3387.0,3379.25,3390.5,3365.25,601230.0,0.21,286.0,,34.16156298,3.755642638
2020-08-19 00:00:00,3372.75,3388.5,3395.5,3365.5,720650.0,-0.42,287.0,,34.25507321,3.765922935
2020-08-20 00:00:00,3380.75,3370.0,3387.0,3344.5,743300.0,0.24,288.0,,34.06805275,3.745362341
2020-08-21 00:00:00,3392.5,3383.5,3396.25,3356.5,723100.0,0.35,289.0,,34.20452714,3.760366018
2020-08-24 00:00:00,3427.5,3398.0,3429.25,3394.0,691360.0,1.03,290.0,,34.35111075,3.776481079
2020-08-25 00:00:00,3443.0,3427.0,3448.75,3421.75,731800.0,0.45,291.0,,34.64427797,3.8087112
2020-08-26 00:00:00,3480.25,3444.5,3483.5,3436.75,637490.0,1.08,292.0,,34.82118922,3.828160411
2020-08-27 00:00:00,3485.25,3479.5,3498.25,3464.75,1030000.0,0.14,293.0,,35.17501173,3.867058833
2020-08-28 00:00:00,3504.5,3487.75,3509.25,3480.75,713070.0,0.55,294.0,,35.25841275,3.876227746
2020-08-31 00:00:00,3499.0,3508.5,3524.5,3490.0,680340.0,-0.16,295.0,,35.46817895,3.891537153
2020-09-01 00:00:00,3527.0,3493.75,3530.0,3484.25,701140.0,0.8,296.0,,35.31906804,3.875176836
2020-09-02 00:00:00,3579.25,3529.0,3587.0,3526.25,924940.0,1.48,297.0,,35.67541785,3.914275221
2020-09-03 00:00:00,3461.5,3578.5,3586.5,3424.75,1910000.0,-3.29,298.0,,36.17582396,3.969179337
2020-09-04 00:00:00,3417.5,3455.0,3484.25,3347.75,1780000.0,-1.27,299.0,,34.92733598,3.832196342
2020-09-08 00:00:00,3335.5,3420.5,3447.25,3327.5,2030000.0,-2.4,300.0,,34.57856808,3.793929837
2020-09-09 00:00:00,3400.25,3320.0,3424.0,3295.5,1010000.0,1.94,301.0,,33.56259202,3.682457845
2020-09-10 00:00:00,3340.5,3395.75,3424.25,3327.25,1340000.0,-1.76,302.0,,34.32836502,3.766477779
2020-09-11 00:00:00,3333.75,3345.5,3376.25,3308.75,451060.0,-0.2,303.0,,33.82037699,3.710741783
2020-09-14 00:00:00,3382.5,3350.0,3402.75,3344.5,132570.0,1.46,304.0,,33.86586846,3.715733067
2020-09-15 00:00:00,3405.25,3378.75,3419.25,3376.5,77210.0,0.67,305.0,,34.15650837,3.747621821
2020-09-16 00:00:00,3389.5,3406.25,3429.75,3384.0,96780.0,-0.46,306.0,,34.43451177,3.778124107
2020-09-17 00:00:00,3361.5,3392.75,3397.75,3320.5,106000.0,-0.83,307.0,,34.29803738,3.763150257
2020-09-18 00:00:00,3353.6,3356.25,3374.0,3341.0,5990.0,-0.24,308.0,,33.92905105,3.722665404
2020-09-21 00:00:00,3275.0,3314.75,3326.5,3217.75,1260000.0,-2.34,309.0,,33.50951865,3.676634681
2020-09-22 00:00:00,3299.25,3271.0,3309.5,3256.25,946640.0,0.74,310.0,,33.06724051,3.628108317
2020-09-23 00:00:00,3231.25,3304.0,3319.75,3220.75,1170000.0,-2.06,311.0,,33.40084459,3.66471106
2020-09-24 00:00:00,3238.0,3227.75,3268.25,3198.0,1290000.0,0.21,312.0,,32.63001699,3.580136539
2020-09-25 00:00:00,3287.25,3243.5,3296.5,3206.25,1030000.0,1.52,313.0,,32.78923712,3.59760603
2020-09-28 00:00:00,3346.0,3291.25,3351.25,3288.0,809590.0,1.79,314.0,,33.27195211,3.650569091
2020-09-29 00:00:00,3333.75,3348.5,3363.0,3316.5,729690.0,-0.37,315.0,,33.85070464,3.714069306
2020-09-30 00:00:00,3352.0,3330.0,3384.0,3291.25,1140000.0,0.55,316.0,34.24,34.01527446,3.6300179
2020-10-01 00:00:00,3367.75,3344.75,3387.75,3343.75,937680.0,0.47,317.0,,34.16594272,3.646096808
2020-10-02 00:00:00,3339.25,3366.75,3374.75,3300.25,1260000.0,-0.85,318.0,,34.39066826,3.670078908
2020-10-05 00:00:00,3393.0,3358.0,3400.0,3346.5,641070.0,1.61,319.0,,34.30128878,3.660540573
2020-10-06 00:00:00,3353.25,3392.25,3421.75,3330.75,1150000.0,-1.17,320.0,,34.65114558,3.697876342
2020-10-07 00:00:00,3406.75,3338.0,3416.5,3331.75,895710.0,1.6,321.0,,34.09699284,3.638738663
2020-10-08 00:00:00,3437.5,3407.25,3447.75,3404.0,638300.0,0.9,322.0,,34.80436754,3.714227774
2020-10-09 00:00:00,3473.25,3447.0,3480.0,3445.5,571110.0,1.04,323.0,,35.21040573,3.757559069
2020-10-12 00:00:00,3532.75,3470.25,3541.25,3464.0,726170.0,1.71,324.0,,35.44789976,3.782903789
2020-10-13 00:00:00,3504.75,3533.75,3536.0,3491.25,894790.0,-0.79,325.0,,36.09653938,3.852124851
2020-10-14 00:00:00,3481.0,3502.25,3524.0,3472.25,901010.0,-0.68,326.0,,35.77477327,3.817786844
2020-10-15 00:00:00,3475.5,3479.5,3486.75,3431.5,897970.0,-0.16,327.0,,35.54238663,3.792987172
2020-10-16 00:00:00,3462.25,3478.5,3508.5,3461.25,719770.0,-0.38,328.0,,35.53217184,3.791897076
2020-10-19 00:00:00,3422.75,3470.75,3496.5,3410.75,1030000.0,-1.14,329.0,,35.45300716,3.783448837
2020-10-20 00:00:00,3432.25,3435.75,3469.75,3418.0,1080000.0,0.28,330.0,,35.09548926,3.745295495
2020-10-21 00:00:00,3432.5,3435.25,3457.75,3420.75,1030000.0,0.01,331.0,,35.09038186,3.744750447
2020-10-22 00:00:00,3449.25,3430.5,3453.0,3402.25,856910.0,0.49,332.0,,35.04186158,3.739572494
2020-10-23 00:00:00,3451.75,3455.75,3463.5,3431.75,773250.0,0.07,333.0,,35.2997852,3.767097405
2020-10-26 00:00:00,3393.5,3446.0,3447.0,3356.0,1270000.0,-1.69,334.0,,35.20019093,3.756468974
2020-10-27 00:00:00,3383.0,3394.5,3410.25,3368.0,940470.0,-0.31,335.0,,34.67412888,3.700329057
2020-10-28 00:00:00,3263.5,3368.75,3370.75,3260.75,1530000.0,-3.53,336.0,,34.41109785,3.672259099
2020-10-29 00:00:00,3302.25,3278.75,3333.75,3250.25,1360000.0,1.19,337.0,,33.49176611,3.574150507
2020-10-30 00:00:00,3264.75,3268.25,3296.25,3225.0,1730000.0,-1.14,338.0,,33.38451074,3.562704505
2020-11-02 00:00:00,3300.5,3262.25,3323.5,3243.25,1310000.0,1.1,339.0,,33.32322196,3.511823739
2020-11-03 00:00:00,3361.5,3304.25,3382.75,3301.25,1060000.0,1.85,340.0,,33.75224344,3.557036888
2020-11-04 00:00:00,3435.0,3362.5,3480.0,3319.25,1500000.0,2.19,341.0,,34.34725537,3.619743221
2020-11-05 00:00:00,3504.75,3447.75,3522.5,3428.0,1110000.0,2.03,342.0,,35.21806683,3.711515149
2020-11-06 00:00:00,3500.75,3509.0,3519.0,3456.5,1100000.0,-0.11,343.0,,35.84372315,3.777450992
2020-11-09 00:00:00,3544.0,3522.5,3668.75,3515.75,1810000.0,1.24,344.0,,35.98162291,3.79198379
2020-11-10 00:00:00,3541.0,3549.25,3562.75,3506.25,1650000.0,-0.08,345.0,,36.25486874,3.820780261
2020-11-11 00:00:00,3568.0,3546.5,3576.75,3530.75,978070.0,0.76,346.0,,36.22677804,3.817819876
2020-11-12 00:00:00,3532.5,3574.5,3575.0,3513.0,1210000.0,-0.99,347.0,,36.51279236,3.847961975
2020-11-13 00:00:00,3582.0,3538.0,3590.0,3518.25,827960.0,1.4,348.0,,36.13995227,3.808669596
2020-11-16 00:00:00,3623.0,3586.75,3636.75,3586.0,853040.0,1.14,349.0,,36.63792363,3.861149144
2020-11-17 00:00:00,3606.75,3626.0,3630.0,3584.0,923520.0,-0.45,350.0,,37.03885442,3.903401909
2020-11-18 00:00:00,3565.0,3603.75,3623.25,3556.0,974850.0,-1.16,351.0,,36.81157518,3.879449705
2020-11-19 00:00:00,3580.0,3561.75,3582.5,3542.0,891720.0,0.42,352.0,,36.3825537,3.834236555
2020-11-20 00:00:00,3554.25,3560.5,3582.5,3542.5,754970.0,-0.72,353.0,,36.3697852,3.832890926
2020-11-23 00:00:00,3576.0,3546.25,3596.0,3545.0,755340.0,0.61,354.0,,36.22422434,3.81755075
2020-11-24 00:00:00,3632.75,3576.25,3640.0,3575.25,763420.0,1.59,355.0,,36.53066826,3.849845857
2020-11-25 00:00:00,3627.25,3635.75,3655.0,3615.25,703800.0,-0.15,356.0,,37.13844869,3.913897819
2020-11-27 00:00:00,3636.5,3629.25,3642.75,3612.75,347830.0,0.26,357.0,,37.07205251,3.906900545
2020-11-30 00:00:00,3623.25,3644.0,3651.75,3592.25,993930.0,-0.36,358.0,,37.22272076,3.957535362
2020-12-01 00:00:00,3660.5,3631.25,3677.5,3625.75,839880.0,1.03,359.0,,37.0924821,3.943688332
2020-12-02 00:00:00,3667.25,3661.0,3672.75,3642.25,678580.0,0.18,360.0,,37.39637232,3.975998068
2020-12-03 00:00:00,3664.5,3671.0,3682.0,3655.25,716870.0,-0.07,361.0,,37.49852029,3.986858483
2020-12-04 00:00:00,3698.0,3668.0,3700.0,3665.5,567170.0,0.91,362.0,,37.46787589,3.983600359
2020-12-07 00:00:00,3690.75,3695.0,3705.0,3672.25,664940.0,-0.2,363.0,,37.74367542,4.01292348
2020-12-08 00:00:00,3702.0,3682.25,3708.0,3664.0,672060.0,0.3,364.0,,37.61343675,3.999076451
2020-12-09 00:00:00,3672.5,3707.25,3715.0,3659.25,1140000.0,-0.8,365.0,,37.86880668,4.026227489
2020-12-10 00:00:00,3668.5,3669.75,3681.25,3644.0,918120.0,-0.11,366.0,,37.48575179,3.985500931
2020-12-11 00:00:00,3661.25,3668.75,3675.0,3628.0,296530.0,-0.2,367.0,,37.47553699,3.98441489
2020-12-14 00:00:00,3646.5,3677.5,3698.5,3644.25,221320.0,-0.4,368.0,,37.56491647,3.993917753
2020-12-15 00:00:00,3694.5,3652.25,3695.75,3642.75,115720.0,1.32,369.0,,37.30699284,3.966495205
2020-12-16 00:00:00,3700.75,3695.0,3711.5,3687.25,79520.0,0.17,370.0,,37.74367542,4.01292348
2020-12-17 00:00:00,3721.25,3703.25,3727.0,3699.5,62060.0,0.55,371.0,,37.82794749,4.021883323
2020-12-18 00:00:00,3726.25,3722.25,3748.25,3708.0,6740.0,0.13,372.0,,38.02202864,4.042518112
2020-12-21 00:00:00,3685.75,3718.0,3724.25,3596.0,1300000.0,-1.09,373.0,,37.97861575,4.037902436
2020-12-22 00:00:00,3677.25,3684.75,3695.25,3663.75,869270.0,-0.23,374.0,,37.63897375,4.001791555
2020-12-23 00:00:00,3681.5,3674.5,3701.5,3651.0,639740.0,0.12,375.0,,37.53427208,3.990659629
2020-12-24 00:00:00,3695.0,3684.0,3696.25,3679.0,197950.0,0.37,376.0,,37.63131265,4.000977023
2020-12-28 00:00:00,3727.5,3682.25,3732.25,3675.0,473810.0,0.88,377.0,,37.61343675,3.999076451
2020-12-29 00:00:00,3720.0,3730.0,3747.75,3714.5,650390.0,-0.2,378.0,,38.10119332,4.050934934
2020-12-30 00:00:00,3724.25,3724.25,3738.25,3716.5,457570.0,0.11,379.0,,38.04245823,4.044690195
2020-12-31 00:00:00,3748.75,3725.0,3753.0,3715.0,400960.0,0.66,380.0,39.9,39.64721574,4.024341447
2021-01-04 00:00:00,3692.25,3748.5,3773.25,3652.5,1290000.0,-1.51,381.0,,39.89733911,4.04972991
2021-01-05 00:00:00,3718.25,3695.0,3729.75,3673.25,961750.0,0.7,382.0,,39.3279093,3.991930644
2021-01-06 00:00:00,3740.5,3716.75,3774.75,3685.5,1420000.0,0.6,383.0,,39.55940647,4.015428476
2021-01-07 00:00:00,3795.5,3751.5,3804.0,3742.0,760420.0,1.47,384.0,,39.92926976,4.05297099
2021-01-08 00:00:00,3817.5,3797.5,3824.25,3775.25,1040000.0,0.58,385.0,,40.41887296,4.102667556
2021-01-11 00:00:00,3792.0,3815.75,3820.75,3776.25,804540.0,-0.67,386.0,,40.61311771,4.122384128
2021-01-12 00:00:00,3794.5,3793.75,3806.75,3767.75,848850.0,0.07,387.0,,40.37895965,4.098616205
2021-01-13 00:00:00,3803.75,3792.5,3813.5,3776.5,703890.0,0.24,388.0,,40.36565522,4.097265755
2021-01-14 00:00:00,3791.25,3807.5,3817.75,3786.25,709840.0,-0.33,389.0,,40.52530844,4.113471157
2021-01-15 00:00:00,3762.25,3792.75,3797.75,3741.5,1070000.0,-0.76,390.0,,40.36831611,4.097535845
2021-01-19 00:00:00,3790.5,3750.25,3797.0,3741.0,767210.0,0.75,391.0,,39.91596532,4.05162054
2021-01-20 00:00:00,3845.0,3795.75,3852.5,3788.75,626630.0,1.44,392.0,,40.40024675,4.100776926
2021-01-21 00:00:00,3846.0,3841.25,3859.75,3836.5,553430.0,0.03,393.0,,40.88452818,4.149933311
2021-01-22 00:00:00,3834.25,3846.5,3849.5,3813.5,630790.0,-0.31,394.0,,40.9404068,4.155605202
2021-01-25 00:00:00,3848.5,3835.0,3853.5,3788.5,1190000.0,0.37,395.0,,40.818006,4.14318106
2021-01-26 00:00:00,3842.5,3845.25,3862.5,3821.5,779410.0,-0.16,396.0,,40.92710237,4.154254752
2021-01-27 00:00:00,3744.25,3845.5,3853.0,3706.25,1610000.0,-2.56,397.0,,40.92976325,4.154524842
2021-01-28 00:00:00,3779.25,3735.0,3823.75,3703.25,1450000.0,0.93,398.0,,39.75365122,4.035145048
2021-01-29 00:00:00,3705.25,3769.5,3777.0,3685.5,1710000.0,-1.96,399.0,,40.12085362,4.072417472
2021-02-01 00:00:00,3765.75,3692.75,3777.0,3657.0,1090000.0,1.63,400.0,,39.30396132,3.926381465
2021-02-02 00:00:00,3818.25,3764.5,3835.75,3759.75,923300.0,1.39,401.0,,40.06763588,4.002670915
2021-02-03 00:00:00,3823.5,3829.25,3843.5,3807.75,803410.0,0.14,402.0,,40.7568056,4.071517493
2021-02-04 00:00:00,3864.5,3833.0,3869.75,3811.5,683460.0,1.07,403.0,,40.79671891,4.075504747
2021-02-05 00:00:00,3880.25,3864.0,3888.5,3860.0,605140.0,0.41,404.0,,41.12666889,4.108466043
2021-02-08 00:00:00,3908.0,3888.25,3911.25,3885.5,523550.0,0.72,405.0,,41.38477492,4.134250282
2021-02-09 00:00:00,3905.5,3910.5,3913.5,3895.0,505170.0,-0.06,406.0,,41.62159386,4.157907986
2021-02-10 00:00:00,3903.0,3912.0,3928.25,3878.5,1050000.0,-0.06,407.0,,41.63755919,4.159502888
2021-02-11 00:00:00,3912.0,3906.75,3920.75,3884.5,845450.0,0.23,408.0,,41.58168056,4.153920733
2021-02-12 00:00:00,3931.0,3905.5,3936.25,3890.25,538150.0,0.49,409.0,,41.56837613,4.152591648
2021-02-16 00:00:00,3927.75,3936.25,3959.25,3918.75,846600.0,-0.08,410.0,,41.89566522,4.185287127
2021-02-17 00:00:00,3928.0,3929.5,3932.5,3896.5,844380.0,0.01,411.0,,41.82382127,4.178110071
2021-02-18 00:00:00,3909.5,3928.0,3936.0,3880.5,891820.0,-0.47,412.0,,41.80785595,4.17651517
2021-02-19 00:00:00,3903.0,3911.0,3931.25,3890.25,776530.0,-0.17,413.0,,41.62691564,4.15843962
2021-02-22 00:00:00,3873.5,3905.0,3914.25,3861.25,867790.0,-0.76,414.0,,41.56305435,4.152060015
2021-02-23 00:00:00,3878.0,3877.75,3895.75,3804.75,1450000.0,0.12,415.0,,41.27301767,4.123085972
2021-02-24 00:00:00,3922.5,3876.5,3927.75,3851.75,1170000.0,1.15,416.0,,41.25971324,4.121756888
2021-02-25 00:00:00,3828.0,3923.75,3934.5,3810.25,1780000.0,-2.41,417.0,,41.76262087,4.171996282
2021-02-26 00:00:00,3809.25,3823.0,3858.75,3785.0,1910000.0,-0.49,418.0,,40.69028343,4.064872071
2021-03-01 00:00:00,3898.75,3817.0,3912.0,3812.5,963060.0,2.35,419.0,,40.62642214,4.022841424
2021-03-02 00:00:00,3867.5,3903.0,3906.75,3865.75,1240000.0,-0.8,420.0,,41.54176726,4.113479192
2021-03-03 00:00:00,3816.75,3867.75,3897.75,3813.0,1540000.0,-1.31,421.0,,41.16658219,4.076328246
2021-03-04 00:00:00,3765.5,3817.75,3842.0,3720.5,2210000.0,-1.34,422.0,,40.6344048,4.023631869
2021-03-05 00:00:00,3839.0,3765.0,3850.0,3728.5,2200000.0,1.95,423.0,,40.07295765,3.968037191
2021-03-08 00:00:00,3819.25,3854.5,3879.25,3796.25,1590000.0,-0.51,424.0,,41.02555519,4.062363706
2021-03-09 00:00:00,3873.25,3831.5,3901.25,3826.25,943070.0,1.41,425.0,,40.78075358,4.038123373
2021-03-10 00:00:00,3896.5,3877.0,3916.25,3856.75,1130000.0,0.6,426.0,,41.26503501,4.086077076
2021-03-11 00:00:00,3936.75,3908.75,3958.5,3893.0,731690.0,1.03,427.0,,41.60296766,4.119539275
2021-03-12 00:00:00,3942.25,3937.25,3947.75,3910.0,350590.0,0.14,428.0,,41.90630877,4.14957621
2021-03-15 00:00:00,3967.5,3946.0,3969.75,3922.0,149590.0,0.64,429.0,,41.99943981,4.158798076
2021-03-16 00:00:00,3962.5,3966.25,3980.25,3952.75,118250.0,-0.13,430.0,,42.21497166,4.180140109
2021-03-17 00:00:00,3974.0,3965.5,3983.75,3935.25,118710.0,0.29,431.0,,42.206989,4.179349663
2021-03-18 00:00:00,3916.5,3971.75,3988.5,3907.5,93290.0,-1.45,432.0,,42.27351117,4.18593671
2021-03-19 00:00:00,3912.62,3921.25,3934.5,3906.75,5170.0,-0.1,433.0,,41.736012,4.13271337
2021-03-22 00:00:00,3930.0,3893.75,3944.5,3885.0,756430.0,0.44,434.0,,41.44331444,4.103730362
2021-03-23 00:00:00,3899.75,3933.0,3938.75,3890.5,1140000.0,-0.77,435.0,,41.86107369,4.145097018
2021-03-24 00:00:00,3880.75,3905.5,3931.75,3877.5,1170000.0,-0.49,436.0,,41.56837613,4.116114011
2021-03-25 00:00:00,3900.5,3883.0,3909.5,3843.25,1450000.0,0.51,437.0,,41.3288963,4.092400641
2021-03-26 00:00:00,3964.75,3907.75,3967.75,3900.75,1040000.0,1.65,438.0,,41.59232411,4.118485348
2021-03-29 00:00:00,3959.0,3961.5,3971.25,3929.0,1380000.0,-0.15,439.0,,42.1644148,4.175133953
2021-03-30 00:00:00,3947.75,3964.25,3969.0,3933.75,1060000.0,-0.28,440.0,,42.19368456,4.178032254
2021-03-31 00:00:00,3967.5,3949.5,3983.75,3941.5,764410.0,0.5,441.0,30.99,30.84940265,4.26356862
2021-04-01 00:00:00,4010.0,3967.0,4015.25,3964.5,673490.0,1.07,442.0,,30.98609452,4.282460239
2021-04-02 00:00:00,4010.0,4014.25,4038.25,4012.5,39810.0,0.0,443.0,,31.35516257,4.333467612
2021-04-05 00:00:00,4067.75,4028.5,4073.75,4021.0,589360.0,1.44,444.0,,31.46646881,4.348850788
2021-04-06 00:00:00,4064.0,4070.0,4076.0,4052.25,732330.0,-0.09,445.0,,31.79062382,4.393650914
2021-04-07 00:00:00,4070.0,4067.0,4075.75,4056.5,669470.0,0.15,446.0,,31.76719093,4.39041235
2021-04-08 00:00:00,4089.0,4075.0,4098.5,4072.5,591200.0,0.47,447.0,,31.82967864,4.399048519
2021-04-09 00:00:00,4119.5,4098.0,4121.5,4081.0,626180.0,0.75,448.0,,32.00933081,4.423877505
2021-04-12 00:00:00,4120.25,4114.0,4124.25,4104.5,665460.0,0.02,449.0,,32.13430624,4.441149842
2021-04-13 00:00:00,4132.75,4122.5,4139.75,4101.25,646010.0,0.3,450.0,,32.20069943,4.450325772
2021-04-14 00:00:00,4118.0,4134.5,4143.75,4113.0,1030000.0,-0.36,451.0,,32.294431,4.463280025
2021-04-15 00:00:00,4162.5,4123.25,4166.75,4119.5,656640.0,1.08,452.0,,32.20655766,4.451135413
2021-04-16 00:00:00,4176.25,4162.5,4183.5,4154.25,694850.0,0.33,453.0,,32.513138,4.493506616
2021-04-19 00:00:00,4155.5,4165.5,4174.75,4142.0,1020000.0,-0.5,454.0,,32.53657089,4.49674518
2021-04-20 00:00:00,4126.5,4156.5,4167.5,4110.5,1140000.0,-0.7,455.0,,32.46627221,4.48702949
2021-04-21 00:00:00,4164.75,4120.75,4167.25,4112.75,849640.0,0.93,456.0,,32.18703025,4.44843661
2021-04-22 00:00:00,4127.75,4157.75,4171.75,4115.25,1320000.0,-0.89,457.0,,32.47603592,4.488378891
2021-04-23 00:00:00,4171.5,4129.75,4186.75,4127.5,756480.0,1.06,458.0,,32.25732892,4.4581523
2021-04-26 00:00:00,4179.5,4170.5,4186.0,4163.25,557350.0,0.19,459.0,,32.57562571,4.502142785
2021-04-27 00:00:00,4179.0,4181.5,4191.75,4166.75,572040.0,-0.01,460.0,,32.66154631,4.514017517
2021-04-28 00:00:00,4176.25,4180.5,4194.0,4170.25,675030.0,-0.07,461.0,,32.65373535,4.512937996
2021-04-29 00:00:00,4203.5,4185.0,4210.75,4168.0,959970.0,0.65,462.0,,32.68888469,4.517795841
2021-04-30 00:00:00,4174.5,4200.5,4201.25,4167.25,945130.0,-0.69,463.0,,32.80995463,4.536077135
2021-05-03 00:00:00,4185.75,4181.25,4202.5,4181.0,656270.0,0.27,464.0,,32.65959357,4.515289256
2021-05-04 00:00:00,4158.25,4184.0,4185.75,4120.5,1200000.0,-0.66,465.0,,32.68107372,4.518258953
2021-05-05 00:00:00,4160.0,4158.5,4180.0,4153.0,797760.0,0.04,466.0,,32.48189414,4.490721763
2021-05-06 00:00:00,4194.25,4159.0,4197.0,4140.5,1090000.0,0.82,467.0,,32.48579962,4.491261708
